Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
1117-shasta/sand flat-fireball,shasta/sand flat,ASLEEP AGAIN AFTER SEEING DISC 35 MIN PRIVIOUS.  LARGE SLOWMOVING GREEN FIREBALL 200FT AGL MOVING W.TO E. STUCK TREES MADE LOUD CRACK,us,10/02/2019,7,40.65098,-122.36390,fireball,Pending,SS-7242
1118-bothell-other,bothell,Pulsating bright green lights seen NorthWest of Bothell area. Number of lights would change from 1 to sometimes 4 or 5.,us,10/02/2019,1200,47.76250,-122.20417,other,Pending,SS-7240
1119-mount shasta-Sleigh,mount shasta,multiple anomalious lightswhite flashesorange fireball wt/rd lights on side of Mt. Shasta moving and signiling,us,10/02/2019,18000,41.31000,-122.30944,Sleigh,Pending,SS-7239
111-goat island/isle of palm (between intracoastal waterway)-fireball,goat island/isle of palm (between intracoastal waterway),saw a glowing sphere with a tail shoot across the sky from the West to East (from US toward Atlantic Ocean),us,11/01/2018,10,33.83608,-81.16372,fireball,Pending,SS-8222
1120-shasta/sand flat-disk,shasta/sand flat,LARGE DISK FLOATED OVER SAND FLAT ABT 200 FT AGL N TO S DIRECTION VIEWED 3 LARGE RECTANGULAR LTS (LIKE WINDOWS) STAR FIELD BLOCKED OUT.,us,10/02/2019,60,40.65098,-122.36390,disk,Closed,SS-7238
1121-cozumel (mexico) and ocho rios (jamaica) (between)-triangle,cozumel (mexico) and ocho rios (jamaica) (between),My husband and I while traveling on our honeymoon observed something strange following our ship just before midnight.,us,10/02/2019,2700,20.42298,-86.92234,triangle,Closed,SS-7237
1122-puerto rico (puerto rico)-Sleigh,puerto rico (puerto rico),Woman calls regarding fiance who is having peculiar flash back recall of alien type creatures.  Directed to investigator.,us,11/02/2019,0,18.22083,-66.59015,Sleigh,Active,SS-7236
1123-milwaukee-Sleigh,milwaukee,Man  on Hwy 43 SW of Milwaukee sees large bright blue light streak by his car descend turn cross road ahead strobe. Bizarre,us,11/02/2019,120,43.03889,-87.90639,Sleigh,Active,SS-7235
11246-gb-triangle,chester (uk/england),the B-2 lookalike moved from being Stationery over my head and moved off at slow speeds from my position.,gb,12/03/2004,180,53.20000,-2.91667,triangle,Closed,SS-8519
1124-oakland-Sleigh,oakland,Woman repts.  bright light in NW sky suddenly approaches her flies slowly overhead.  Swept wings 2 blurry lights either side.,us,11/02/2019,60,37.80444,-122.26972,Sleigh,Active,SS-7234
1125-new york city (brooklyn)-Sleigh,new york city (brooklyn),Young man mother witness watch strange red obj. 45 deg. above horizon w/ binocular.  Obj. suddenly fades disappears from sight.,us,11/02/2019,720,40.71417,-74.00639,Sleigh,Pending,SS-7232
1126-huntington-Sleigh,huntington,Young man &amp; grandfather see a large orange round or oval obj. move along horizon very fast hover move erratically.  Bizarre,us,11/02/2019,120,38.41917,-82.44528,Sleigh,Closed,SS-7233
11279-gb-Sleigh,london (uk/england),5 triangle shaped Sleigh over London,gb,05/04/2004,60,51.51412,-0.09369,Sleigh,Active,SS-8522
1127-eureka springs-light,eureka springs,Bright light due south traveling east extremely slowly. Bright flash given off from object every 10 seconds with a dim flash every 3,us,11/02/2019,900,36.40111,-93.73778,light,Active,SS-7230
1128-iowa city-Sleigh,iowa city,Man witnesses 2 white aircraft rendezvous at high altitude fly toward bizarre obj. approaching very fast.  Obj. sparkled.,us,11/02/2019,20,41.66111,-91.53000,Sleigh,Active,SS-7231
1129-lake oswego-Sleigh,lake oswego,Man reports brief sighting of peculiar white object in daytime sky.  (See later sighting on same day.),us,11/02/2019,5,45.42083,-122.66944,Sleigh,Pending,SS-7228
112-bailey/fairplay (between off hy 285)-Sleigh,bailey/fairplay (between off hy 285),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,300,39.22471,-106.00196,Sleigh,Active,SS-8227
1130-lake oswego-Sleigh,lake oswego,Man reports witnessing 2 diamond-shaped objects overhead. (Second sighting on same day.),us,11/02/2019,90,45.42083,-122.66944,Sleigh,Active,SS-7229
1131-vacaville-Sleigh,vacaville,Young woman several family members witness peculiar orange disc hovering over neighbors house.  Within 100 ft. (est.).,us,11/02/2019,0,38.35667,-121.98667,Sleigh,Active,SS-7226
11322-gb-Sleigh,motherwell (uk/scotland),HBCCSleigh CANADIAN REPORT:  The objects were both orange in colour and seemed to shimmer with long flowing tendrils.,gb,05/04/2004,180,55.78333,-4.00000,Sleigh,Active,SS-8520
1132-austin-Sleigh,austin,Man reports wife went out to empty trash disappears for 90 min. returns disoriented and acting strangely.,us,11/02/2019,5400,30.26694,-97.74278,Sleigh,Pending,SS-7227
1133-piedmont-Sleigh,piedmont,Woman repts. big disc the size of a volleyball very bright like a landing light w/ a green tinge on top flew over  house to N.,us,11/02/2019,0,37.82444,-122.23056,Sleigh,Closed,SS-7224
1134-portland-light,portland,looking west the object appeared approx near the top of our atmosphere. It was huge It at first just seemed to appear out of thin air.,us,11/02/2019,25,45.52361,-122.67500,light,Pending,SS-7225
1135-norwark-fireball,norwark,I saw a white object shoot across the sky at about 50-100 feet high. Looked like a comet but was way to close to the ground and was tr,us,11/02/2019,60,41.11774,-73.40816,fireball,Active,SS-7222
1136-crescent city-Sleigh,crescent city,Woman goes outside to retrieve paper sees some lights hovering above ocean.  White lights turn red begin zigzagging stopped.,us,11/02/2019,600,41.75611,-124.20056,Sleigh,Active,SS-7223
1137-tacoma-Sleigh,tacoma,Woman repts. 5-6 rocket ship-shaped things w/sparks flying out back end flying down vert.out of the night sky. Good rept.,us,11/02/2019,180,47.25306,-122.44306,Sleigh,Pending,SS-7220
1138-gb-Sleigh,east kilbride (south lanarkshire) (uk/scotland),It was from a high flat window several miles away high really high up in the sky. I was scepticle as the object never moved I could,gb,11/02/2019,3600,55.76667,-4.16667,Sleigh,Active,SS-8780
1139-des moines-Sleigh,des moines,Man repts.long silver obj. seemed to roll alternated from silver to gray.  Had a red glow near tail released gold/yellow sparks.,us,11/02/2019,120,47.40194,-122.32306,Sleigh,Active,SS-7221
113-seattle-other,seattle,randomly moving starlike shape,us,11/01/2018,30,47.60639,-122.33083,other,Active,SS-8220
1140-dayton-Sleigh,dayton,Several young people witness lime-green glowing sphere descend from W to E in N sky disappear below hor.  Other repts.,us,11/02/2019,5,46.32389,-117.97139,Sleigh,Active,SS-7218
1141-madison-Sleigh,madison,Co. emerg. dispatch relays sighting of pointed oval obj. by family of 4.  When bright light dimmed spikes sticking out visible.,us,11/02/2019,360,43.07306,-89.40111,Sleigh,Pending,SS-7216
1142-sandpoint-Sleigh,sandpoint,Man calls to report multiple witnesses to green fireball over WA ID MT.  Very strange object,us,11/02/2019,20,48.27667,-116.55222,Sleigh,Closed,SS-7219
1143-spokane-Sleigh,spokane,Empl. of KREM-TV calls regarding multiple sightings of bright green object w/ orange tail reported by multiple callers.,us,11/02/2019,20,47.65889,-117.42500,Sleigh,Active,SS-7217
11449-gb-changing,rugeley (uk/england),It was pureley by chance that this unidentified object was spotted by my friend and I I was preparing to go to work for the evening w,gb,06/04/2004,2400,52.76667,-1.93333,changing,Pending,SS-8517
1144-troy-Sleigh,troy,Two women witness green obj size of full moon fly directly toward them descend from SE.  Illuminated trees on top of mtn..,us,11/02/2019,2,48.46333,-115.88861,Sleigh,Pending,SS-7214
11454-gb-cigar,brighton (uk/england),the object appeared to float for a long time and gently spun around.it was along way away and hard to see if there were any markings.on,gb,06/04/2004,0,50.83333,-0.15000,cigar,Active,SS-8518
1145-wilsonville-light,wilsonville,Woman repts. seeing round flashing lights moving S to N while in hospital.,us,11/02/2019,15,45.30000,-122.77250,light,Closed,SS-7215
1146-bellevue-Sleigh,bellevue,Former mil. officer (ret.) w/ son &amp; 4 others witnessed a very bright obj. in cloudless blue sky.  Alternated silver black then white.,us,11/02/2019,1500,47.61056,-122.19944,Sleigh,Active,SS-7212
1147-godfrey-Sleigh,godfrey,Man &amp; 2 sons witness pursue in car strange obj. in rural area. Was size approx. color of moon. Odd shape haze. Winked out.,us,11/02/2019,2400,38.95556,-90.18667,Sleigh,Active,SS-7213
1148-fairfield-light,fairfield,spotted light moving through the sky at high rate of speed.  Thought to be a plane or helicopter but too fast for helicopter and han on,us,11/02/2019,1800,44.58833,-69.59917,light,Active,SS-7210
1149-scofield barracks-Sleigh,scofield barracks,Soldier reports seeing a stationary obj. to S w/ red &amp; blue flashing lights.  Still clearly visible even after sun has risen.,us,11/02/2019,1800,21.49550,-158.06266,Sleigh,Pending,SS-7211
114-wasco-disk,wasco,I saw the craft almost stationary about 75 yards out; and 75 yards high .I looked at for about one minute then ran back to our house to,us,11/01/2018,120,45.59194,-120.69694,disk,Active,SS-8225
1150-miami-Sleigh,miami,FAA controller relays  Sleigh sighting  reported by crew of aircraft 15 miles SE of Lakeland FL. Vortac. Did not show on a/c radar.,us,11/02/2019,0,25.77389,-80.19389,Sleigh,Pending,SS-7208
11514-gb-Sleigh,southampton (uk/england),for about 15 mins me and a freind watched 9 lights in sleigh in the south of england (uk) on the 05/17/04,gb,06/04/2004,900,50.90000,-1.40000,Sleigh,Pending,SS-8515
1151-mergas-Sleigh,mergas,Several people witness 4 little red lights move across sky.  They darted erratically moved fast.  Some yellow light present too.,us,11/02/2019,0,32.16562,-82.90008,Sleigh,Active,SS-7209
11521-gb-Sleigh,doncaster (uk/england),17 May 2004 - Sleigh sighting in the UK. Three large oval shaped lights moving very fast in the sky.,gb,06/04/2004,2,53.53333,-1.11667,Sleigh,Active,SS-8516
1152-crescent city-Sleigh,crescent city,Man witnesses strange white oval-shaped light being pursued by 2 fast aircraft.  Very high fast.  Obj dramatically outpaced a/c.,us,11/02/2019,300,41.75611,-124.20056,Sleigh,Closed,SS-7206
11534-gb-other,manchester (uk/england),Small star like objects that move at a slow pace at high altitude and gradually fade away.,gb,06/04/2004,0,53.50000,-2.21667,other,Pending,SS-8513
11537-gb-cigar,kent (uk/england),black cigar shaped object,gb,06/04/2004,900,51.25000,0.75000,cigar,Pending,SS-8514
1153-moab-fireball,moab,I saw it through the ceiling of my tent.  It was brighter than anything in the sky.  It was probably a large meteor or fireball as it i,us,11/02/2019,5,38.57333,-109.54917,fireball,Active,SS-7207
1154-covington-changing,covington,While viewing double dotted line contrail we sighted metallic craft followed later by more which sometimes appeared like spheres and,us,11/02/2019,1800,47.34833,-122.11361,changing,Pending,SS-7204
1155-grass lake-Sleigh,grass lake,Man &amp; wife witness large white luminous ball w/ bright blue tail descend from W to E in N sky.  Moved very rapidly.  Good rpt.,us,11/02/2019,60,42.25083,-84.21306,Sleigh,Active,SS-7205
1156-page (lake powell)-Sleigh,page (lake powell),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,30,36.90861,-111.47278,Sleigh,Pending,SS-7203
1157-rocky point-Sleigh,rocky point,Woman repts. being awakened by strange whine like a jet.  Went outside saw bizarre delta-shaped craft. Obj. changed shape,us,11/02/2019,60,47.59306,-122.66722,Sleigh,Pending,SS-7202
1158-vancouver-Sleigh,vancouver,Fed. empl. (pilot &amp; a/c mech.) w/ 2 co-workers witness 2 metallic discs approach from E sky below contrails turn streak. Exclnt.,us,11/02/2019,180,45.63889,-122.66028,Sleigh,Active,SS-7201
11594-gb-Sleigh,london (hamstead heath) (uk/england),hamstead heath the new Sleigh,gb,06/04/2004,600,51.51412,-0.09369,Sleigh,Closed,SS-8511
1159-beaverton-Sleigh,beaverton,Mans dog suddenly starts acting very bizarrely threatens to bite him.  He takes dog outside witnesses bizarre light hover leave.,us,11/02/2019,45,45.48722,-122.80250,Sleigh,Active,SS-7200
115-ranger-triangle,ranger,Late night summer of 1979.  Three triangle shaped craft.,us,11/01/2018,900,38.12056,-82.18556,triangle,Active,SS-8218
11601-gb-cigar,london (uk/england),Spotted by 8 year old girl who looked out window after hearing a beeping noise.  Described what she saw as a flying submarine with flas,gb,06/04/2004,0,51.51412,-0.09369,cigar,Closed,SS-8512
1160-vancouver-Sleigh,vancouver,Man rpts hearing on Mutual Network News of bizarre Sleigh landing interaction  in Malaysia. (See Bangkok News early JN95),us,11/02/2019,0,45.63889,-122.66028,Sleigh,Pending,SS-7199
1161-mesa-light,mesa,Saw Falling star fall then stop and move away from us,us,11/02/2019,300,33.42222,-111.82194,light,Pending,SS-7198
1162-everson-other,everson,looked like jet trail coming straight down like plane crashing.  Stopped and two more appeared in other same vacinity different angles.,us,11/02/2019,1500,48.92028,-122.34139,other,Active,SS-7197
11631-gb-diamond,london (uk/england),I switched the light off and went to bed Iwas looking out of the window when I saw a bright red and whte light.,gb,06/04/2004,0,51.51412,-0.09369,diamond,Active,SS-8509
1163-bozeman-Sleigh,bozeman,THREE SMALL FLYING OBJECTS CAME TOGETHER FROM DIFFERNT AREAS TO FORM A STACKED sleigh THEN ROTATED  CLOCK WISE TO ABOUT 2 OCLOCK FO,us,11/02/2019,900,45.67972,-111.03778,Sleigh,Active,SS-7196
1164-santa clarita valley-disk,santa clarita valley,objects were stationary solid color almost like a star. then the objects moved across the area redwhite lights moving faster than,us,11/02/2019,90,34.41792,-118.54251,disk,Active,SS-7195
1165-indianapolis (southeast)-light,indianapolis (southeast),while going on our nightly walk my wife and i saw a bright object (as bright as moon ) streak accross the southeastern sky. it seemed,us,11/02/2019,5,39.76833,-86.15806,light,Active,SS-7194
1166-superior-Sleigh,superior,Triangular sleigh of lights observed shortly after sunset rotated every few seconds. Other aircraft lights observed in area but did,us,11/02/2019,720,39.95278,-105.16806,Sleigh,Active,SS-7193
