Return ID,Size,Gender,Item Code,Item Description,Return Description,Brand,Return Type,Date logged,City,Area Code,Origin,Stage,Sub Status,Returned Successfully,Satisfaction,Within SLA,Closed date
119,XL,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/11/2019,Birmingham,B26 3EA ,Chat,Stage 3,Closed,TRUE,1,FALSE,30/01/2020
120,L,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/12/2019,Birmingham,B29 4PA ,Social,Completed,Acknowledged,FALSE,1,TRUE,16/12/2019
121,S,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/01/2019,Birmingham,B28 9DN ,Phone,Stage 2,In Progress,FALSE,1,TRUE,16/01/2019
122,M,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/02/2019,Birmingham,B17 9HB,In Store,v,Decision Pending,FALSE,3,FALSE,02/05/2019
123,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Incorrect Fitting,01/03/2019,Birmingham,B15 2NH ,Letter,Stage 3,Decision Pending,FALSE,5,TRUE,16/03/2019
124,XL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/04/2019,Birmingham,B26 3EG ,In Store,Completed,Upheld,FALSE,7,TRUE,16/04/2019
125,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/05/2019,Birmingham,B29 4PG ,Social,Stage 1,Decision Pending,FALSE,1,FALSE,30/06/2019
126,L,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/07/2019,Birmingham,B28 9DP ,Web,Stage 2,Closed,TRUE,2,TRUE,16/07/2019
127,M,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/07/2019,Birmingham,B17 0ED ,Phone,Stage 3,Acknowledged,FALSE,4,TRUE,16/07/2019
128,L,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/08/2019,Birmingham,B15 2NQ ,In Store,Completed,In Progress,FALSE,0,FALSE,30/09/2019
129,XL,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,General Return,01/09/2019,Birmingham,B26 3EH ,Chat,Stage 1,Decision Pending,FALSE,7,TRUE,16/09/2019
130,XXL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/10/2019,Birmingham,B29 4PH ,In Store,Stage 2,Decision Pending,FALSE,10,TRUE,16/10/2019
131,S,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Quality of Product,01/11/2019,Birmingham,B28 9DR ,Web,Stage 3,Upheld,FALSE,1,FALSE,30/01/2020
132,M,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/12/2019,Birmingham,B28 9DW ,Phone,Completed,Rejected,TRUE,2,TRUE,16/12/2019
133,L,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Quality of Product,01/01/2019,Birmingham,B15 2NU,Phone,Stage 1,Closed,TRUE,5,TRUE,16/01/2019
134,L,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/02/2019,Birmingham,B26 3EW ,Chat,Stage 2,Acknowledged,FALSE,1,FALSE,02/05/2019
135,XXL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Quality of Product,01/03/2019,Birmingham,B29 4PQ ,Social,Stage 3,In Progress,FALSE,8,TRUE,16/03/2019
136,S,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/04/2019,Birmingham,B28 9DX,In Store,Completed,Decision Pending,FALSE,2,TRUE,16/04/2019
137,M,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Quality of Product,01/05/2019,Birmingham,B17 0EE ,Phone,Stage 2,Decision Pending,FALSE,4,FALSE,30/07/2019
138,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/06/2019,Birmingham,B15 3AS ,Letter,Stage 2,Upheld,FALSE,6,TRUE,16/06/2019
139,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/07/2019,Birmingham,B26 3HH ,In Store,Stage 3,Rejected,TRUE,2,TRUE,16/07/2019
140,XXL,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/08/2019,Birmingham,B29 4PS ,Phone,Completed,Closed,FALSE,0,FALSE,15/09/2019
141,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/09/2019,Birmingham,B28 8BZ ,Web,Stage 1,Decision Pending,FALSE,1,TRUE,16/09/2019
142,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/07/2019,Birmingham,B17 0EF ,Phone,Stage 2,In Progress,FALSE,3,TRUE,16/07/2019
143,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B15 3AT ,Letter,Stage 3,Decision Pending,FALSE,0,FALSE,01/12/2019
144,XL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/12/2019,Birmingham,B26 3HJ ,Chat,Completed,Decision Pending,FALSE,7,TRUE,16/12/2019
145,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B29 4PY ,Social,Stage 1,Upheld,FALSE,2,TRUE,16/01/2019
146,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/02/2019,Birmingham,B28 8DA ,Web,Stage 2,Rejected,TRUE,1,TRUE,16/02/2019
147,M,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Quality of Product,01/03/2019,Birmingham,B17 0EG ,Phone,Stage 3,Closed,TRUE,4,TRUE,16/03/2019
148,L,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/04/2019,Birmingham,B15 3AX ,Phone,Completed,Acknowledged,FALSE,6,TRUE,16/04/2019
149,XL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,General Return,01/05/2019,Birmingham,B26 3HN ,In Store,Stage 1,In Progress,FALSE,0,FALSE,30/07/2019
150,XXL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/06/2019,Birmingham,B29 4PZ,Social,Stage 2,Decision Pending,FALSE,7,TRUE,16/06/2019
151,L,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/07/2019,Birmingham,B28 8DB ,Web,Stage 3,Decision Pending,FALSE,1,TRUE,16/07/2019
152,M,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/08/2019,Birmingham,B17 0EH ,Phone,Completed,Upheld,FALSE,1,FALSE,30/09/2019
153,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Unexpected Issue,01/09/2019,Birmingham,B28 8DD,Letter,Stage 2,Rejected,TRUE,2,TRUE,16/09/2019
154,XL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/10/2019,Birmingham,B26 3HP ,Chat,Stage 2,Closed,TRUE,7,TRUE,16/10/2019
155,XXL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Unexpected Issue,01/11/2019,Birmingham,B18 7DL ,Social,Stage 3,Acknowledged,FALSE,1,FALSE,30/01/2020
156,S,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/12/2019,Birmingham,B28 0BS ,In Store,Stage 2,In Progress,FALSE,2,TRUE,16/12/2019
157,M,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Customer Service Failure,01/01/2019,Birmingham,B17 0EP ,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,16/01/2019
158,L,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Incorrect Fitting,01/02/2019,Birmingham,B15 3SH ,Phone,Stage 2,Decision Pending,FALSE,1,FALSE,02/05/2019
159,XL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/07/2019,Birmingham,B26 3JA ,Chat,Stage 3,Upheld,FALSE,8,TRUE,16/07/2019
160,XXL,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/04/2019,Birmingham,B18 7DW,In Store,Completed,Rejected,TRUE,1,TRUE,16/04/2019
161,L,Women,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/05/2019,Birmingham,B28 0BT ,Web,Stage 1,Closed,TRUE,1,FALSE,30/06/2019
162,M,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/06/2019,Birmingham,B17 0ES,Phone,Stage 2,Acknowledged,FALSE,7,TRUE,16/06/2019
163,L,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/07/2019,Birmingham,B15 3SJ ,Letter,Stage 3,In Progress,FALSE,5,TRUE,16/07/2019
164,XL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/08/2019,Birmingham,B26 3JB ,In Store,Completed,Decision Pending,FALSE,1,FALSE,30/09/2019
165,XXL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/09/2019,Birmingham,B26 2TZ,Social,Stage 1,Decision Pending,FALSE,8,TRUE,16/09/2019
166,S,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/10/2019,Birmingham,B28 0BU ,Web,Stage 2,Upheld,FALSE,2,TRUE,16/10/2019
167,M,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/11/2019,Birmingham,B17 0HU,Phone,Stage 3,Rejected,TRUE,1,TRUE,16/11/2019
168,L,Mixed,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/12/2019,Birmingham,B15 3SR ,Letter,Completed,Closed,FALSE,1,FALSE,30/01/2020
169,XL,Men,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,General Return,01/01/2019,Birmingham,B26 3JE ,Phone,Stage 1,Acknowledged,FALSE,8,TRUE,16/01/2019
170,XXL,Women,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/02/2019,Birmingham,B23 5HR ,Social,Stage 2,In Progress,FALSE,1,FALSE,02/05/2019
171,S,Mixed,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/03/2019,Birmingham,B28 0BX ,In Store,Stage 3,Decision Pending,FALSE,1,TRUE,16/03/2019
172,L,Men,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/04/2019,Birmingham,B17 9AL ,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,16/04/2019
173,L,Women,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/05/2019,Birmingham,B28 0BY ,Letter,Stage 1,Upheld,FALSE,0,FALSE,30/06/2019
174,XL,Mixed,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/06/2019,Birmingham,B26 3JG ,Chat,Stage 2,Rejected,TRUE,0,TRUE,16/06/2019
175,XXL,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/07/2019,Birmingham,B23 5HX,Social,Stage 2,Closed,TRUE,7,TRUE,16/07/2019
176,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/08/2019,Birmingham,B28 0DP ,Web,Completed,Acknowledged,FALSE,1,FALSE,15/09/2019
177,M,Mixed,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Quality of Product,01/07/2019,Birmingham,B17 9AN,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,16/07/2019
178,L,Men,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/10/2019,Birmingham,B15 3SS ,In Store,Stage 2,Decision Pending,FALSE,6,TRUE,16/10/2019
179,XL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,General Return,01/11/2019,Birmingham,B26 3JH ,Chat,Stage 3,Decision Pending,FALSE,1,FALSE,01/12/2019
180,XXL,Mixed,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Incorrect Fitting,01/12/2019,Birmingham,B35 6QF,Social,Completed,Upheld,FALSE,3,TRUE,16/12/2019
181,S,Men,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/01/2019,Birmingham,B28 0DR ,In Store,Stage 2,Rejected,TRUE,0,TRUE,16/01/2019
182,M,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/02/2019,Birmingham,B17 0QT,Phone,Stage 2,Closed,TRUE,0,FALSE,02/05/2019
183,L,Mixed,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/03/2019,Birmingham,B15 3ST ,Letter,Stage 3,Acknowledged,FALSE,5,TRUE,16/03/2019
184,XL,Men,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/04/2019,Birmingham,B26 3JR ,Chat,Completed,In Progress,FALSE,7,TRUE,16/04/2019
185,L,Women,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Incorrect Fitting,01/05/2019,Birmingham,B44 0SW,Social,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
186,S,Mixed,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/06/2019,Birmingham,B28 0DW ,Web,Stage 2,Decision Pending,FALSE,2,TRUE,16/06/2019
187,M,Men,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/07/2019,Birmingham,B17 0NT ,Phone,Stage 3,Upheld,FALSE,4,TRUE,16/07/2019
188,L,Women,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/08/2019,Birmingham,B15 3SX ,Letter,Completed,Rejected,TRUE,1,TRUE,16/08/2019
189,XL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,General Return,01/09/2019,Birmingham,B26 3JS ,Chat,Stage 1,Closed,TRUE,7,TRUE,16/09/2019
190,XXL,Men,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/10/2019,Birmingham,B5 7PQ,Social,Stage 2,Acknowledged,FALSE,10,TRUE,16/10/2019
191,S,Women,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/11/2019,Birmingham,B28 0EL ,In Store,Stage 3,In Progress,FALSE,1,FALSE,01/12/2019
192,M,Mixed,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/12/2019,Birmingham,B28 0EU ,In Store,Stage 2,Decision Pending,FALSE,3,TRUE,16/12/2019
193,L,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Unexpected Issue,01/01/2019,Birmingham,B15 3SZ ,Letter,Stage 1,Decision Pending,FALSE,5,TRUE,16/01/2019
194,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/02/2019,Birmingham,B26 3LS ,Phone,Stage 2,Upheld,FALSE,7,FALSE,02/05/2019
195,XXL,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Unexpected Issue,01/03/2019,Birmingham,B30 2AG ,Social,Stage 3,Rejected,TRUE,2,TRUE,16/03/2019
196,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,General Return,01/04/2019,Birmingham,B28 0HD ,Web,Completed,Decision Pending,FALSE,2,TRUE,16/04/2019
197,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Customer Service Failure,01/05/2019,Birmingham,B17 0NU ,Phone,Stage 1,Acknowledged,FALSE,4,FALSE,30/06/2019
198,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/07/2019,Birmingham,B15 3TA ,Letter,Stage 2,In Progress,FALSE,6,TRUE,16/07/2019
199,XL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/07/2019,Birmingham,B26 3NJ ,Chat,Stage 3,Decision Pending,FALSE,8,TRUE,16/07/2019
200,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/08/2019,Birmingham,B30 2AL ,In Store,Completed,Decision Pending,FALSE,1,FALSE,30/09/2019
201,S,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Incorrect Fitting,01/09/2019,Birmingham,B28 0HN ,Web,Stage 1,Upheld,FALSE,1,TRUE,16/09/2019
202,M,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/10/2019,Birmingham,B17 0NY,Phone,Stage 2,Rejected,TRUE,2,TRUE,16/10/2019
203,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B15 3TB,Letter,Stage 3,Closed,TRUE,1,FALSE,30/01/2020
204,XL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/12/2019,Birmingham,B26 3NL ,In Store,Completed,Acknowledged,FALSE,7,TRUE,16/12/2019
205,XXL,Men,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B30 2AR,Social,Stage 1,In Progress,FALSE,8,TRUE,16/01/2019
206,S,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/02/2019,Birmingham,B28 0HP ,Web,Stage 2,Decision Pending,FALSE,1,FALSE,02/05/2019
207,M,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/03/2019,Birmingham,B17 8AY,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,16/03/2019
